 0.01878993 -0.61494124 -0.14932379 -0.05836105 -0.60591692 -0.47817934
 0.0823436  -0.49329093  0.55130887 -0.63612264 -0.17956716 -0.09510913
-0.33820665 -0.54622245  0.04339693  0.46181807 -0.38424543 -0.47376525
 0.4702445   0.12085478 -0.34487739  0.40094647  0.58191144  0.38202721
 0.01878993 -0.61494124 -0.14932379 -0.05836105 -0.60591692 -0.47817934
 0.0823436  -0.49329093  0.55130887 -0.63612264 -0.17956716 -0.09510913
0  0  0  0  0  0
0  0  0  0  0  0
-0.03729961  0.05867832 -0.49049419  0.16291364  0.56130403 -0.64263362
0  0  0  0  0  0
0  0  0  0  0  0
0  0  0  0  0  0
0  0  0  0  0  0
0  0  0  0  0  0
0  0  0  0  0  0
0  0  0  0  0  0
0  0  0  0  0  0
0  0  0  0  0  0
0  0  0  0  0  0
0  0  0  0  0  0
0  0  0  0  0  0
0  0  0  0  0  0
0  0  0  0  0  0
0  0  0  0  0  0
0  0  0  0  0  0
0  0  0  0  0  0
